2019-12-25 16:23:11	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:11	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:11	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:11	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:11	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
2019-12-25 16:23:12	<br /><b>Parse error</b>:  syntax error, unexpected '$code' (T_VARIABLE) in <b>C:\xampp\htdocs\smes\test_barcode.php</b> on line <b>12</b><br />
